sno	Title	Headline	ShortDesc	Category	Location	Country	US	Distance	Count_update	Count_comment	Count_funder	Count_photo	Amount_goal	Amount_Raised	Amount_currency	Ratio	Time_Left	Current	Type	Start_year	Start_month	Start_day	End_year	End_month	End_day	Duration	Min_perk	No_min_perk	Max_perk	No_max_perk	Median_perk	No_med_perk	Total_perk	FB_like	FB_talking	Tweet_follow	Tweet_status	Youtube_avg_duration	Youtube_avg_view_count	Youtube_avg_rating
241	smartads-phone-app	SmartAds phone app	SmartAds is an innovative approach to advertising that allows you to be paid for advertisements appearing on your phone's lockscreen.	Technology	Las Vegas, Nevada, United States	United States	0	0	9	40	109	1	50000	1433	SD 	0.02866	0	1	 Flexible Funding 	2013	2	19	2013	3	21	2592000	1	9	750	0	17.5	0	4	0	0	0	0	0	0	0
242	rjclip-the-world-s-first-clip-use-solution	RJCLIP - the world's first Clip   Use solution	The RJClip is a patent pending invention, publicly shown for the first time.   It's a better way to replace your broken network cable clip.	Technology	Markham, Ontario, Ca0da	Ca0da	0	0	35	26	78	11	2000	1431	AD 	0.7155	0	1	 Flexible Funding 	2013	6	30	2013	8	19	4320000	3	5	1000	0	25	21	9	0	0	0	0	0	0	0
243	creative-warehouse-for-creatives-by-creatives	Creative Warehouse: For Creatives. By Creatives.	Revolutionizing the micro-stock industry and bringing the power back to the creatives.	Technology	San Diego, California, United States	United States	0	0	0	14	12		50000	1430	SD 	0.0286	0	1	 Flexible Funding 	2012	5	24	2012	7	8	3888000	10	1	10000	0	100	0	12	0	0	0	0	0	0	0
244	making-existing-cars-carbon-neutral	Making Existing Cars Carbon Neutral	Help us address the vehicles already on the road	Technology	Waterloo, Ontario, Ca0da	Ca0da	0	0	10	56	18	7	22000	1425	SD 	0.0647727273	0	1	 Flexible Funding 	2011	7	26	2011	9	24	5184000	10	4	250	2	50	1	5	0	0	0	0	0	0	0
245	reprap-graphic-lcd-controller-with-fan-output	RepRap Graphic LCD Controller with Fan Output	Adds graphics LCD, SD-Card, Beeper and Hotend Fan Output to  Sanguinololu, Melzi   RAMPS Electronics.	Technology	Bietigheim-Bissingen, Germany	Germany	0	0	13	20	26	14	1000	1421	UR 	1.421	0	1	 Fixed Funding 	2013	5	1	2013	6	30	5184000	2	1	2	1	2	1	6	0	0	0	0	0	0	0
246	cordarmor-never-replace-a-broken-iphone-cable-again	CordArmor: Never Replace a Broken iPhone Cable Again!	CordArmor is a Patent Pending accessory that serves to protect and simplify the use of your iPhone, iPad, and iPod charging cable.	Technology	Deerfield Beach, Florida, United States	United States	0	0	4	19	58	11	20000	1425	SD 	0.07125	19	1	 Flexible Funding 	2013	11	13	2013	12	23	3456000	1	2	3000	0	17	0	16	0	0	0	0	0	0	0
247	--17685	Untitled Draft Project		Technology	San Francisco, California, United States	United States	0	0	0	0	20	1	15000	1410	SD 	0.094	0	1	 Flexible Funding 	2013	3	7	2013	4	16	3456000	0	0	0	0	0	0	0	41	3	0	0	129.25	4203.375	4.8611111
248	newsfly-a-citizen-reporting-app	Newsfly: A Citizen Reporting App	Giving people the power to report breaking news in real time	Technology	Santa Clara, California, United States	United States	0	0	1	30	87		10000	1409	SD 	0.1409	0	1	 Flexible Funding 	2012	2	9	2012	4	8	5097600	1	16	50	9	5	18	5	0	0	0	0	0	0	0
249	x-hale-smartphone-breathalyzer	X-hale Smartphone Breathalyzer!	X-hale lets you quickly and easily measure your blood alcohol concentration and keeps you aware of alcohol's effects on your body.	Technology	Miami, Florida, United States	United States	0	0	0	11	44		35000	1402	SD 	0.0400571429	0	1	 Flexible Funding 	2013	6	6	2013	7	21	3888000	1	1	1250	0	35	7	9	0	0	0	0	0	0	0
0	sycure-internet-browsing	Sycure Internet Browsing	Safe, secure and 100% private Internet browsing without compromise.	Technology	Richland, Washington, United States	United States	0	0	5	9	65	1	15000	4601	SD 	0.3067333333	0	1	 Flexible Funding 	2013	6	27	2013	8	11	3888000	1	4	500	1	50	8	9	0	0	0	0	0	0	0
1	80-s-bluetooth-brick-phone	80's Bluetooth Brick Phone	It is a totally rad Bluetooth headset that connects to any Bluetooth capable phone and makes it appear that you are talking on an old school 80?s ?Brick?	Technology	Los Angeles, California, United States	United States	0	0	2	15	48	6	55000	4600	SD 	0.0836363636	0	1	 Fixed Funding 	2012	6	26	2012	7	29	2851200	1	0	2000	0	75	6	9	0	0	0	0	0	0	0
2	skycam-turn-your-skype-into-a-pet-monitor-baby-monitor-home-security-camera		Wireless video surveillance camera, allowing you to keep watch of your home, office, and loved ones from anywhere using Skype on your smartphone, tablet, or PC.	Technology	Los Angeles, California, United States	United States	0	0	2	24	38	3	50000	4591	SD 	0.09182	0	1	 Flexible Funding 	2013	4	13	2013	5	28	3888000	1	2	10000	0	193.5	0	10	50	0	0	0	0	0	0
3	bikeotb	BikeOTB	Serious riders know their bike.Where is the app for that?	Technology	Hillsboro, Oregon, United States	United States	0	0	4	9	17		70000	4543	SD 	0.0649	0	1	 Fixed Funding 	2013	9	1	2013	10	13	3628800	3	1	5000	0	225	0	10	18	0	0	0	0	0	0
4	all-charged-up-and-ready-to-go	All Charged Up and Ready to Go	This is B-7, an entirely solar-powered car, built by passio0te UofT students who believe in a sustai0ble transportation future. Help B-7 Race in Australia!	Technology	Toronto, Ontario, Ca0da	Ca0da	0	0	1	14	73	8	15000	4528	AD 	0.3018666667	0	1	 Flexible Funding 	2013	7	22	2013	8	26	3024000	1	4	1000	0	45	0	10	791	33	0	0	99	206.1071428571	3.3055555464
5	buddhify	buddhify	play your part in promoting the world's most innovative meditation mobile app	Technology	Glasgow, United Kingdom	United Kingdom	0	0	6	46	83	3	4500	4520	SD 	1.0044444444	0	1	 Flexible Funding 	2011	7	16	2011	9	22	5875200	5	0	500	0	42.5	0	8	0	0	0	0	0	0	0
6	nezasa-the-future-of-individual-travel	Nezasa: The Future of Individual Travel	We make individual travel planning easy and fun again, giving travellers a one-stop shop to fully customize itineraries and book everything in one place.	Technology	Zürich, Switzerland	Switzerland	0	0	6	4	53	3	10000	4517	SD 	0.4517	0	1	 Flexible Funding 	2013	6	16	2013	7	22	3110400	10	5	500	0	50	13	7	0	0	0	0	0	0	0
7	stellaris-solar-charger	Stellaris Solar Charger	Stellaris has a revolutio0ry new solar technology which can make solar energy available to a wider range of people than ever before.	Technology	North Andover, Massachusetts, United States	United States	0	0	12	19	79	12	10000	4503	SD 	0.4503	0	1	 Flexible Funding 	2013	6	25	2013	8	9	3888000	38	29	200	2	55	0	4	0	0	0	0	654.3333333333	410528.833333333	4.4170341444
8	0utilus-3d-printer-dlp-tech	0utilus 3D Printer-DLP Tech	DLP High Resolution and High Speed 3D Printer is coming to your home with free charge !	Technology	Beijing, Chi0	Chi0	0	0	0	199	12	15	3000	4428	SD 	1.476	0	1	 Flexible Funding 	2013	6	4	2013	6	24	1728000	39	0	1099	0	375	0	6	0	0	0	0	0	0	0
9	powsumer-com-the-future-of-online-shopping	Powsumer.com: The Future of Online Shopping	Powsumer will revolutionize online shopping by putting the power back in the hands of the consumer. Help us achieve our goal to develop and launch the site.	Technology	Akron, Ohio, United States	United States	0	0	15	36	89	8	100000	4427	SD 	0.04427	0	1	 Flexible Funding 	2013	3	4	2013	4	30	4924800	5	7	10000	0	125	3	11	0	0	0	0	0	0	0
10	sumpod-aluminium-3d-printer	SUMPOD ALUMINIUM 3D PRINTER	The second generation of the SUMPOD 3D Printer	Technology	sutton in ashfield, United Kingdom	United Kingdom	0	0	0	28	5		10000	4401	SD 	0.4401	0	1	 Flexible Funding 	2012	3	26	2012	4	26	2678400	5	1	9990	0	799	0	9	0	0	0	0	0	0	0
11	domino-street-an-app-for-your-neighborhood	Domino Street: An App for Your Neighborhood	Support buying local   help sustain what makes neighborhoods unique with an app that lists current happenings from local bars, restaurants,   shops (no chains).	Technology	Brooklyn, New York, United States	United States	0	0	2	45	44	1	35000	4395	SD 	0.1255714286	0	1	 Flexible Funding 	2012	8	22	2012	10	9	4147200	10	3	10000	0	250	2	9	0	0	0	0	0	0	0
12	clockee-talkee-the-walkie-talkie-alarm-clock--2	Clockee Talkee: The Walkie-Talkie Alarm Clock	An innovative revolutio0ry intercommunication alarm clock, modernly designed with every user and setting in mind.	Technology	Wilmington, Delaware, United States	United States	0	0	6	20	54	5	50000	4391	SD 	0.08782	0	1	 Fixed Funding 	2013	10	20	2013	12	2	3715200	1	2	10000	0	99	5	9	0	0	0	0	0	0	0
13	infinity-pinball-entertainment-system-made-in-australia		Australian made and designed Pinball Entertainment Systems. All the fun without the mainte0nce. 100s of tables -1000s of applications - Infinite Possibilities	Technology	Melbourne, Australia	Australia	0	0	10	6	36		7000	4377	SD 	0.6252857143	0	1	 Fixed Funding 	2013	9	3	2013	10	7	2937600	2	2	7000	0	65	0	14	0	0	0	0	156.25	211.5	1.25
14	sms-marketing-solution	SMS Marketing Solution	The future of selling is mobile! We help you to sell your products and services 21 century style even then when your budget is limited.	Technology	Singapore, Singapore	Singapore	0	0	11	26	8	7	25000	4375	SD 	0.175	0	1	 Flexible Funding 	2012	9	28	2012	11	11	3801600	25	5	2500	1	500	0	9	148	0	0	0	820.45	210435.8	2.749273145
15	debuggex-world-class-platform-for-regular-expressions	Debuggex: World-class platform for regular expressions	Debuggex is a new kind of tool for working with regular expressions. Help turn it into a platform and a business.	Technology	Toronto, Ontario, Ca0da	Ca0da	0	0	0	3	16		960	4374	SD 	4.55625	0	1	 Flexible Funding 	2013	5	22	2013	6	11	1728000	5	3	10000	0	160	0	10	0	0	0	0	0	0	0
16	stealth-stallion	Stealth Stallion	My goal is to raise $60k to fulfill my DREAM of restoring my 1973 Mach 1 Mustang.	Technology	Warner Robins, Georgia, United States	United States	0	0	1	14	53	41	60000	4360	SD 	0.0726666667	0	1	 Flexible Funding 	2013	2	10	2013	4	11	5184000	5	2	60000	0	175	0	10	0	0	0	0	0	0	0
17	help-launch-an-entertainment-revolution	Help launch an entertainment revolution	Cinecore is a complete software solution poised to organize a failing system used to create all our favorite movies   television shows.	Technology	Los Angeles, California, United States	United States	0	0	6	27	45	2	45000	4318	SD 	0.0959555556	0	1	 Flexible Funding 	2012	11	13	2012	12	13	2592000	5	0	2500	0	275	0	8	143	0	0	0	0	0	0
18	help-us-help-colly-greg	Help us help Colly   Greg	New Adventures is an amazing event that give a lot to the community. We need help to give back after a mishap involving two Nottingham boys and a Big Piano	Technology	Nottingham, United Kingdom	United Kingdom	0	0	0	17	211		5000	4313	BP 	0.8626	0	1	 Flexible Funding 	2013	1	24	2013	1	31	604800	0	0	0	0	0	0	0	0	0	0	0	0	0	0
19	the-smart-charger-charging-on-the-go-for-iphone-android-the-ubuntu-edge		The first gas-powered, truly portable smartphone charger. Charges up to 10 times on a single refill.	Technology	Istanbul, Turkey	Turkey	0	0	5	21	79	15	80000	4306	SD 	0.053825	0	1	 Fixed Funding 	2013	7	22	2013	8	26	3024000	5	8	10000	0	69	1	7	0	0	0	0	0	0	0
20	tybox	TyBox	Prenez le contrôle de votre maison et offrez vous une vraie solution de sécurité, contrôle énergétique et confort.	Technology	Lannion, France	France	0	0	5	16	21	1	15000	4270	UR 	0.2846666667	0	1	 Flexible Funding 	2013	6	17	2013	7	28	3542400	2	0	2	0	2	0	7	0	0	0	0	0	0	0
21	haytag-the-world-s-smartest-pet-tag	HayTag:  The World's Smartest Pet Tag	What would you do if you lost your dog or cat?  HayTag is the new wireless pet tracking system that finds lost pets over long distances using your smartphone.	Technology	San Francisco, California, United States	United States	0	0	2	31	30	8	150000	4262	SD 	0.0284133333	0	1	 Flexible Funding 	2012	11	10	2012	12	4	2073600	49	2	2499	0	199	3	9	0	0	0	0	0	0	0
22	squagpad	Squagpad	Squag is a curated social space for kids with autism (and other learning differences) to build ideas about themselves to share with their parents and peers.	Technology	Toronto, Ca0da	Ca0da	0	0	0	10	17		40000	4260	SD 	0.1065	0	1	 Flexible Funding 	2012	5	3	2012	6	19	4060800	25	0	100	10	62.5	0	2	0	0	0	0	368	710499.05	4.574223575
23	smartfunded-online-fundraising-for-public-schools	SmartFunded - Online Fundraising for Public Schools	SmartFunded provides public schools with an online fundraising platform that e0bles direct, online do0tions from their supporters.	Technology	Menlo Park, California, United States	United States	0	0	1	6	22		100000	4253	SD 	0.04253	0	1	 Flexible Funding 	2013	10	16	2013	11	30	3888000	25	3	1001	2	100	3	6	0	0	0	0	0	0	0
24	paduin-a-nutritionist-in-your-phone	Paduin - A Nutritionist in your Phone	Paduin improves your health with food and lifestyle coaching. The app gets to know you, then, bit by bit, it changes your eating and lifestyle habits.	Technology	Fredericton, New Brunswick, Ca0da	Ca0da	0	0	7	23	24	5	10000	4239	AD 	0.4239	9	1	 Flexible Funding 	2013	10	29	2013	12	13	3888000	10	2	2500	0	150	0	10	132	7	0	0	0	0	0
25	seqsquared-the-a0log-pattern-generator-for-modular-synthesis		seqSQUARED is a programmable pattern generator and sequencer expander for a0log modular synthesis. It will be available in eurorack kit, and preassembled form.	Technology	Winnipeg, Ca0da	Ca0da	0	0	45	17	30	21	3500	4237	SD 	1.2105714286	0	1	 Flexible Funding 	2012	4	4	2012	7	3	7776000	45	5	925	1	135	15	7	0	0	0	0	0	0	0
26	bass-dock-mechanical-iphone-amplifier-and-charger	BASS Dock - Mechanical iPhone Amplifier and Charger	The iPhone’s 0tive speaker needs improving. BASS, a purely mechanical amplifying dock, boosts volume 15dB and charges your phone.	Technology	Cupertino, California, United States	United States	0	0	0	13	65		70000	4237	SD 	0.0605285714	0	1	 Fixed Funding 	2013	6	3	2013	7	3	2592000	25	35	10000	0	115	0	12	0	0	0	0	0	0	0
27	haamlock-a-smarter-bike-lock	HaamLock, A Smarter Bike Lock	Lock and unlock your bike using your smartphone. Use our app to locate your bike and park it in the safest spot possible.	Technology	Chicago, Illinois, United States	United States	0	0	0	9	20	2	250000	4237	SD 	0.016948	0	1	 Fixed Funding 	2013	5	31	2013	6	25	2160000	5	10	2500	1	164	0	6	165	0	0	0	0	0	0
28	deluxis-the-future-of-television	Deluxis: The Future of Television	We are creating a place where you can subscribe to individual television channels, delivered entirely via the internet.	Technology	San Francisco, California, United States	United States	0	0	3	22	30	1	195000	4235	SD 	0.0217179487	0	1	 Flexible Funding 	2012	10	14	2013	1	25	8899200	10	1	10000	0	200	0	10	0	0	0	0	145	38	0
29	vert-fitness-jump-device-for-iphone-and-andriod	VERT: Fitness Jump device for iPhone and Andriod	VERT is an Fitness Jump device that measures every JUMP and wirelessly displays on your iPhone or Andriod phone/tablet in real-time!	Technology	Ft. Lauderdale, Florida, United States	United States	0	0	2	24	37	6	70000	4193	SD 	0.0599	0	1	 Flexible Funding 	2012	12	13	2013	1	29	4060800	24	1	2999	0	319	0	8	0	0	0	0	164.7142857143	9500.8571428572	4.1153538143
30	smartnewspapers-the-next-generation-of-newspapers	SmartNewspapers: The Next Generation of Newspapers!	SmartNewspapers are the only newspapers that can be listened to like an audiobook—and read like an ordi0ry paper—on mobile devices.	Technology	Mountain View, California, United States	United States	0	0	0	3	33	1	1000000	4177	SD 	0.004177	0	1	 Flexible Funding 	2013	7	27	2013	9	27	5356800	1	0	10000	0	250	2	15	0	0	0	0	0	0	0
31	oneremote-one-remote-for-everything-really	Oneremote - one remote for everything. Really.	A truly universal remote control that's really easy to use. Control your tv, entertainment system or garage door with one simple remote.Point. Swipe. Click.	Technology	Cape Town, South Africa	South Africa	0	0	16	7	43		5000	4169	SD 	0.8338	0	1	 Flexible Funding 	2013	10	6	2013	10	26	1728000	25	1	500	2	87.5	0	6	353	16	0	0	0	0	0
32	teen-technology-project	Teen Technology Project	Tee0gers using the latest technology to help non-profit organizations expand the reach and impact of their work.	Technology	Rossland, British Columbia, Ca0da	Ca0da	0	0	30	38	37	10	20000	4150	SD 	0.2075	0	1	 Flexible Funding 	2012	10	23	2012	12	27	5616000	5	2	1000	0	100	2	7	0	0	0	0	0	0	0
33	addit-mobile-power	addit mobile power	add+it is the first company to deliver power when and where you need it. Mobile power is the paradigm shift architects, designers and end users want.	Technology	Saint Louis, Missouri, United States	United States	0	0	0	6	108	3	25000	4120	SD 	0.1648	0	1	 Flexible Funding 	2013	8	15	2013	9	29	3888000	10	10	5000	0	95	0	10	0	0	0	0	0	0	0
34	friction-free-with-0notechnology	Friction Free with 0noTechnology	We require capital to complete Mil-Spec, phase 2 US Army testing at Aberdeen Proving Grounds on our diamond coating technology.	Technology	Lombard, Illinois, United States	United States	0	0	1	16	30	4	25000	4120	SD 	0.1648	0	1	 Flexible Funding 	2012	10	11	2012	11	5	2160000	1	2	10000	0	300	5	13	0	0	0	0	0	0	0
35	smartbells-genius-smart-phone-integrated-fitness-system		The first exercise system to provide video instruction, real-time coaching   progress tracking using your smart phone!	Technology	Redwood City, California, United States	United States	0	0	26	23	52	5	50000	4118	SD 	0.08236	0	1	 Flexible Funding 	2013	8	8	2013	10	7	5184000	1	2	1000	1	99	0	13	0	0	0	0	530	475	5
36	robosmart-light-bulb-the-intelligent-wireless-led-bulb	RoboSmart Light Bulb: The Intelligent Wireless LED bulb	The RoboSmart Light Bulb elegantly e0bles smart lighting control via your smartphone, tablet or computer.	Technology	Los Gatos, California, United States	United States	0	0	3	9	37		65000	4107	SD 	0.0631846154	0	1	 Flexible Funding 	2012	12	21	2013	1	20	2592000	20	2	312	2	91	0	10	0	0	0	0	0	0	0
37	jobioz-connecting-students-to-careers	Jobioz - Connecting Students to Careers	Jobioz is an online portfolio   job application platform for college students. We're a company for students by students. Help us launch our company!	Technology	San Diego, California, United States	United States	0	0	6	34	51	6	30000	4105	SD 	0.1368333333	0	1	 Flexible Funding 	2013	3	12	2013	5	11	5184000	5	2	10000	0	100	6	11	0	0	0	0	0	0	0
38	safetylink-safety-for-everybody-everywhere	SafetyLINK - Safety for everybody, everywhere	SafetyLINK world's first Wearable Perso0l Safety Device protects children, women and senior citizens.	Technology	New York, New York, United States	United States	0	0	21	55	97	22	20000	4531	SD 	0.22655	32	1	 Flexible Funding 	2013	11	6	2014	1	5	5184000	1	13	10455	0	70	1	9	0	0	0	0	0	0	0
39	z-point-energy-biggest-discovery-of-science	Z Point Energy: Biggest discovery of science	We can harness Zero Point Energy for unlimited energy supply	Technology	Santa clara, California, United States	United States	0	0	5	325	363	5	2000000	4080	SD 	0.00204	0	1	 Flexible Funding 	2013	9	9	2013	11	8	5184000	1	301	9999	0	49	2	9	0	0	0	0	0	0	0
40	lumiknow-an-app-for-unlocking-microfi0nce	LumiKnow: An app for unlocking Microfi0nce	An app that uses biometrics to deliver reliable information to microfi0nce creditors and borrowers.	Technology	Washington, D.C., District of Columbia, United States	United States	0	0	1	4	65		42890	5486	SD 	0.1279086034	0	1	 Flexible Funding 	2013	10	24	2013	12	3	3456000	10	4	500	2	25	1	7	0	0	0	0	0	0	0
41	the-so0rlight-float-project	The So0rLight Float Project	A floats-in-your-tub reso0nce generator that combines SOUND, LIGHT, and COLOR (and your favorite tunes) for perso0l therapeutic benefits.	Technology	Ashland, Oregon, United States	United States	0	0	5	18	9	5	22000	4060	SD 	0.1845454545	0	1	 Flexible Funding 	2012	11	29	2013	1	1	2851200	10	1	2500	0	150	0	6	0	0	0	0	0	0	0
42	juste-focus	Juste Focus	The most accessible Follow Focus HF in the World, with the best value for money.Designed for great simplicity and reliability.	Technology	LAVAL, France	France	0	0	5	6	16	10	40000	4039	UR 	0.100975	0	1	 Fixed Funding 	2013	7	13	2013	8	22	3456000	2	1	2	1	2	1	6	0	0	0	0	201.3	52076.7	3.96192195
43	edgenet	edgenet	Creating a new Internet that can't be tapped or hacked, by using the power of the smartphones in our pockets.	Technology	Brussels, Belgium	Belgium	0	0	6	21	73	2	1000	4034	SD 	4.034	0	1	 Flexible Funding 	2013	10	31	2013	11	21	1814400	5	12	2500	0	100	15	5	0	0	0	0	0	0	0
44	liquid-gold-cell-quench	LIQUID GOLD Cell Quench	Plant Stem Cell Cultures in a biophotonic violet glass bottle by Mary Schook	Technology	New York, New York, United States	United States	0	0	1	13	30	5	27000	4030	SD 	0.1492592593	0	1	 Flexible Funding 	2013	3	24	2013	4	16	1987200	5	1	10000	0	125	20	7	0	0	0	0	0	0	0
45	pen-fm-let-s-fix-self-publishing	Pen.fm: Let's Fix Self-Publishing	We're democratizing epublishing and inspiring people to rediscover their love of writing.Completely bootstrapped development. Help keep this in production!	Technology	Palo Alto, California, United States	United States	0	0	0	27	56	11	25000	4022	SD 	0.16088	0	1	 Flexible Funding 	2012	10	22	2012	11	30	3369600	5	14	2000	0	200	2	7	0	0	0	0	0	0	0
46	ivigil-the-viral-cause-marketing-tool	iVigil - The Viral Cause Marketing Tool	A technology platform that can potentially amplify the power of social networks in virally dissemi0ting   mobilizing any popular cause.	Technology	Dubai, United Arab Emirates	United Arab Emirates	0	0	4	18	9	4	15000	4021	SD 	0.2680666667	0	1	 Fixed Funding 	2012	4	16	2012	6	15	5184000	1	0	10000	0	250	0	11	0	0	0	0	0	0	0
47	please-help-abled-com-entrepreneur-save-her-guide-dog	Please Help Abled.com Entrepreneur Save Her Guide Dog	T-cell treatment @ Texas A M can save Wagner   help develop non-toxic treatments for people with cancer   other conditions. Please help make cancer 'history'!	Technology	Curaçao, Netherlands Antilles	Netherlands Antilles	0	0	6	4	25	20	22000	4020	SD 	0.1827272727	0	1	 Flexible Funding 	2013	1	11	2013	3	20	5875200	0	0	0	0	0	0	0	0	0	0	0	0	0	0
48	wise-button	Wise Button	Your universal remote control and tracking device	Technology	Moscow, Russian Federation	Russia	0	0	21	133	139	23	37000	4118	SD 	0.1112972973	14	1	 Flexible Funding 	2013	10	29	2013	12	18	4320000	1	2	10000	0	47.5	0	12	0	0	0	0	0	0	0
49	grouptones-help-to-bring-this-free-resource-to-musicians-everywhere		Built by musicians for musicians, GroupTones is a location based networking tool connecting today's music community.	Technology	Boston, Massachusetts, United States	United States	0	0	4	6	38		20000	4270	SD 	0.2135	9	1	 Flexible Funding 	2013	11	13	2013	12	13	2592000	5	5	1000	2	50	2	7	811	40	0	0	858.4	1789888.9	4.663165875
50	petzi-connect	Petzi Connect	Creating fun, simple and empowering technology solutions that e0ble greater and more fulfilling interactive communication between you and your pet.	Technology	San Jose, California, United States	United States	0	0	1	7	25		20000	4010	SD 	0.2005	0	1	 Flexible Funding 	2013	10	30	2013	11	21	1900800	9	1	10000	0	374	0	10	109342	2881	0	0	0	0	0
51	group-justice--5	Group Justice	Group Justice is a web, mobile, and social media platform that we're creating to help people collect the money that is owed to them by individuals or companies.	Technology	Los Angeles, California, United States	United States	0	0	1	4	24	1	50000	4003	SD 	0.08006	0	1	 Flexible Funding 	2013	6	25	2013	9	4	6134400	1	0	10000	0	62.5	0	12	0	0	0	0	0	0	0
52	see-do-together-meditate-with-the-world-in-unison--3	See   Do Together: Meditate with the World in Unison	See   Do Together is an exciting new medium through which people can meditate in unison with any number of other users across the globe	Technology	Ann Arbor, Michigan, United States	United States	0	0	13	15	85	11	150000	3992	SD 	0.0266133333	0	1	 Flexible Funding 	2013	7	19	2013	8	12	2073600	1	2	10000	0	107.5	0	12	277768	166	0	0	91.2	5747.24	2.76369228
53	pocket-sized-e-mail-server	Pocket sized E-Mail server	World's first ever private e-mail server that fits in your pocket. Hack free and Rent free cloud storage.	Technology	Chen0i, India	India	0	0	4	33	63	1	50000	3972	SD 	0.07944	0	1	 Flexible Funding 	2013	10	15	2013	11	14	2592000	1	2	1000	0	111	0	8	0	0	0	0	0	0	0
54	scanz-your-pocket-skin-expert	ScanZ - your pocket skin expert	ScanZ connects to your iPhone, measures the health of your skin, and scan and tracks acne progress. Be in charge of what is going on under your skin.	Technology	Jersey City, New Jersey, United States	United States	0	0	1	6	29	2	100000	3967	SD 	0.03967	47	1	 Flexible Funding 	2013	10	28	2013	12	6	3369600	5	5	338	1	184	0	6	201	11	0	0	0	0	0
55	appsner-build-0tive-mobile-applications-for-ios-android-and-kindle		Appsner is a web platform developed to help you create 0tive and HTML5 mobile applications for iPhone, iPad, Android and Kindle devices without coding.	Technology	Bucharest, Romania	Romania	0	0	32	86	117	36	4000	3948	SD 	0.987	0	1	 Flexible Funding 	2013	4	17	2013	6	22	5702400	10	54	1000	1	65	0	6	31	0	0	0	134	2023	5
56	plum-find-it-and-go	Plum Find it and go	Use your IOS, Android, tablet or Computer to Find or Track anything virtually anywhere, with PLUM Perso0l location and tracking device using GSM GPRS GPS tech	Technology	dallas, Texas, United States	United States	0	0	32	120	63	6	30000	3946	SD 	0.1315333333	0	1	 Flexible Funding 	2013	8	25	2013	10	9	3888000	30	9	1000	0	75	0	6	0	0	0	0	0	0	0
57	bus-roots	Bus Roots	Bus Roots campaign is to help get a lightweight garden rolling in nyc.	Technology	new york, New York, United States	United States	0	0	3	25	132	1	5500	3945	SD 	0.7172727273	0	1	 Flexible Funding 	2013	9	5	2013	10	15	3456000	1	13	1000	0	40	0	8	0	0	0	0	0	0	0
58	tor-anti-censorship-and-anonymity-infrastructure	Tor Anti-Censorship and Anonymity Infrastructure	Professio0lly operated, distributed and independent Tor infrastructure for anonymity and anti-censorship online.	Technology	Dresden, Germany	Germany	0	0	5	13	122		1000	3929	UR 	3.929	0	1	 Flexible Funding 	2013	6	27	2013	8	26	5184000	2	7	2	7	2	7	5	0	0	0	0	0	0	0
59	apple-museum-berlin	Apple Museum Berlin	The beginning of the world's first Apple Museum	Technology	Berlin, Germany	Germany	0	0	0	11	2	3	98500	3900	UR 	0.0395939086	0	1	 Flexible Funding 	2012	10	24	2013	1	17	7344000	2	0	2	0	2	0	5	0	0	0	0	0	0	0
60	vcnoiz-a-voltage-controlled-noise-oscillator-for-a0log-modular-synthesis		vcNOIZ is a unique exponentially voltage controlled noise oscillator for a0logue synthesis. It creates absolutely crunchy sounding Commodore 64-esque noise	Technology	Winnipeg, Manitoba, Ca0da	Ca0da	0	0	23	16	24	16	1800	3897	SD 	2.165	0	1	 Flexible Funding 	2012	11	22	2012	12	30	3283200	39	3	650	1	121	0	6	718	31	0	0	0	0	0
61	the-flour-peddler-inter0tio0l	The Flour Peddler Inter0tio0l	Micro-processing opportunity in rural South Sudan.	Technology	Vancouver/Roberts Creek, British Columbia, Ca0da	Ca0da	0	0	4	3	22	4	3500	3896	SD 	1.1131428571	0	1	 Flexible Funding 	2013	6	3	2013	10	1	10368000	25	0	50	2	37.5	0	2	0	0	0	0	0	0	0
62	hypeharvest-0irobi-dev-school	HYPEHARVEST   0irobi Dev School!	Martha is an amazing individual building a fantastic community in 0irobi. We invited her to speak at Madison Ruby, but her visa was denied as you'll see ...	Technology	Madison, Wisconsin, United States	United States	0	0	2	0	57		3000	3889	SD 	1.2963333333	0	1	 Flexible Funding 	2013	8	4	2013	8	21	1468800	15	24	1000	0	40	0	9	0	0	0	0	0	0	0
63	travel-like-a-local-with-alleycat	Travel Like A Local With AlleyCat	An innovative travel app with a philanthropic twist that helps you experience, interact with, and share the best a city has to offer.	Technology	San Francisco, California, United States	United States	0	0	2	12	35		10000	3882	SD 	0.3882	0	1	 Flexible Funding 	2013	1	14	2013	2	18	3024000	1	0	9999	0	99	0	12	0	0	0	0	0	0	0
64	sk8trakr-an-augmented-reality-experience-for-skaters	Sk8trakr: An augmented reality experience for skaters	A real time trick detection app for Android/iOS. Featuring an intelligent pad to track the board's movements.	Technology	Dover, Delaware, United States	United States	0	0	2	11	31	1	50000	4140	SD 	0.0828		1	 Fixed Funding 	2013	10	21	2013	12	5	3888000	5	0	3499	0	194	0	8	0	0	0	0	0	0	0
65	gyrokinetic-plasma-engine	Gyrokinetic Plasma Engine	Explore and complete the steps needed to get this unique clean plasma technology to market.	Technology	West Liberty, Iowa, United States	United States	0	0	6	17	31	30	264000	3838	SD 	0.0145378788	0	1	 Flexible Funding 	2013	5	2	2013	6	21	4320000	10	8	10000	0	500	3	7	0	0	0	0	1057.0476190476	122057.857142857	3.855967581
